Labels,15 wt% in mCP,
Type,Time Scan,
Comment,,
Start,0.00,
Stop,19990.234000,
Step,9.7656250,
Fixed/Offset, ,
XAxis,Time(ns),
YAxis,Counts,

16699.219000,1.00000000E+1,
16708.984000,7.00000000E+0,
16718.750000,5.00000000E+0,
16728.516000,4.00000000E+0,
16738.281000,9.00000000E+0,
16748.047000,3.00000000E+0,
16757.813000,5.00000000E+0,
16767.578000,7.00000000E+0,
16777.344000,8.00000000E+0,
16787.109000,6.00000000E+0,
16796.875000,6.00000000E+0,
16806.641000,9.00000000E+0,
16816.406000,8.00000000E+0,
16826.172000,8.00000000E+0,
16835.938000,6.00000000E+0,
16845.70000,8.00000000E+0,
16855.469000,6.00000000E+0,
16865.234000,6.00000000E+0,
16875.0000,8.00000000E+0,
16884.766000,6.00000000E+0,
16894.531000,5.00000000E+0,
16904.30000,1.00000000E+1,
16914.063000,6.00000000E+0,
16923.828000,1.10000000E+1,
16933.594000,1.30000000E+1,
16943.359000,8.00000000E+0,
16953.125000,8.00000000E+0,
16962.891000,8.00000000E+0,
16972.656000,6.00000000E+0,
16982.422000,1.10000000E+1,
16992.188000,3.00000000E+0,
17001.953000,1.30000000E+1,
17011.719000,8.00000000E+0,
17021.484000,5.00000000E+0,
17031.250000,1.00000000E+1,
17041.016000,2.00000000E+0,
17050.781000,1.20000000E+1,
17060.547000,5.00000000E+0,
17070.313000,8.00000000E+0,
17080.078000,1.20000000E+1,
17089.844000,9.00000000E+0,
17099.609000,9.00000000E+0,
17109.375000,6.00000000E+0,
17119.141000,1.40000000E+1,
17128.906000,4.00000000E+0,
17138.672000,8.00000000E+0,
17148.438000,8.00000000E+0,
17158.20000,8.00000000E+0,
17167.969000,1.00000000E+1,
17177.734000,9.00000000E+0,
17187.50000,1.00000000E+1,
17197.266000,1.30000000E+1,
17207.031000,6.00000000E+0,
17216.80000,3.00000000E+0,
17226.563000,6.00000000E+0,
17236.328000,1.10000000E+1,
17246.094000,4.00000000E+0,
17255.859000,4.00000000E+0,
17265.625000,8.00000000E+0,
17275.391000,8.00000000E+0,
17285.156000,1.00000000E+1,
17294.922000,4.00000000E+0,
17304.688000,2.00000000E+0,
17314.453000,5.00000000E+0,
17324.219000,6.00000000E+0,
17333.984000,9.00000000E+0,
17343.750000,5.00000000E+0,
17353.516000,1.30000000E+1,
17363.281000,6.00000000E+0,
17373.047000,1.00000000E+1,
17382.813000,8.00000000E+0,
17392.578000,8.00000000E+0,
17402.344000,4.00000000E+0,
17412.109000,8.00000000E+0,
17421.875000,6.00000000E+0,
17431.641000,8.00000000E+0,
17441.406000,9.00000000E+0,
17451.172000,7.00000000E+0,
17460.938000,1.00000000E+1,
17470.70000,6.00000000E+0,
17480.469000,6.00000000E+0,
17490.234000,6.00000000E+0,
1.75E04,7.00000000E+0,
17509.766000,6.00000000E+0,
17519.531000,6.00000000E+0,
17529.30000,1.10000000E+1,
17539.063000,4.00000000E+0,
17548.828000,6.00000000E+0,
17558.594000,1.30000000E+1,
17568.359000,9.00000000E+0,
17578.125000,6.00000000E+0,
17587.891000,5.00000000E+0,
17597.656000,6.00000000E+0,
17607.422000,1.00000000E+1,
17617.188000,6.00000000E+0,
17626.953000,5.00000000E+0,
17636.719000,6.00000000E+0,
17646.484000,7.00000000E+0,
17656.250000,6.00000000E+0,
17666.016000,3.00000000E+0,
17675.781000,9.00000000E+0,
17685.547000,4.00000000E+0,
17695.313000,1.50000000E+1,
17705.078000,6.00000000E+0,
17714.844000,1.20000000E+1,
17724.609000,4.00000000E+0,
17734.375000,1.10000000E+1,
17744.141000,8.00000000E+0,
17753.906000,5.00000000E+0,
17763.672000,9.00000000E+0,
17773.438000,7.00000000E+0,
17783.20000,5.00000000E+0,
17792.969000,8.00000000E+0,
17802.734000,8.00000000E+0,
17812.50000,9.00000000E+0,
17822.266000,6.00000000E+0,
17832.031000,2.00000000E+0,
17841.80000,7.00000000E+0,
17851.563000,6.00000000E+0,
17861.328000,2.00000000E+0,
17871.094000,5.00000000E+0,
17880.859000,3.00000000E+0,
17890.625000,6.00000000E+0,
17900.391000,1.10000000E+1,
17910.156000,4.00000000E+0,
17919.922000,6.00000000E+0,
17929.688000,1.30000000E+1,
17939.453000,5.00000000E+0,
17949.219000,8.00000000E+0,
17958.984000,2.00000000E+0,
17968.750000,1.40000000E+1,
17978.516000,6.00000000E+0,
17988.281000,4.00000000E+0,
17998.047000,1.00000000E+1,
18007.813000,6.00000000E+0,
18017.578000,8.00000000E+0,
18027.344000,5.00000000E+0,
18037.109000,6.00000000E+0,
18046.875000,9.00000000E+0,
18056.641000,4.00000000E+0,
18066.406000,8.00000000E+0,
18076.172000,8.00000000E+0,
18085.938000,1.10000000E+1,
18095.70000,1.20000000E+1,
18105.469000,1.10000000E+1,
18115.234000,7.00000000E+0,
18125.0000,1.40000000E+1,
18134.766000,4.00000000E+0,
18144.531000,6.00000000E+0,
18154.30000,9.00000000E+0,
18164.063000,1.10000000E+1,
18173.828000,6.00000000E+0,
18183.594000,5.00000000E+0,
18193.359000,1.00000000E+1,
18203.125000,6.00000000E+0,
18212.891000,9.00000000E+0,
18222.656000,1.00000000E+1,
18232.422000,5.00000000E+0,
18242.188000,7.00000000E+0,
18251.953000,1.40000000E+1,
18261.719000,6.00000000E+0,
18271.484000,1.00000000E+1,
18281.250000,6.00000000E+0,
18291.016000,5.00000000E+0,
18300.781000,1.30000000E+1,
18310.547000,3.00000000E+0,
18320.313000,5.00000000E+0,
18330.078000,7.00000000E+0,
18339.844000,4.00000000E+0,
18349.609000,9.00000000E+0,
18359.375000,9.00000000E+0,
18369.141000,6.00000000E+0,
18378.906000,7.00000000E+0,
18388.672000,1.20000000E+1,
18398.438000,5.00000000E+0,
18408.20000,8.00000000E+0,
18417.969000,5.00000000E+0,
18427.734000,4.00000000E+0,
18437.50000,4.00000000E+0,
18447.266000,4.00000000E+0,
18457.031000,3.00000000E+0,
18466.80000,6.00000000E+0,
18476.563000,5.00000000E+0,
18486.328000,5.00000000E+0,
18496.094000,6.00000000E+0,
18505.859000,4.00000000E+0,
18515.625000,4.00000000E+0,
18525.391000,8.00000000E+0,
18535.156000,9.00000000E+0,
18544.922000,1.00000000E+1,
18554.688000,1.00000000E+1,
18564.453000,7.00000000E+0,
18574.219000,2.00000000E+0,
18583.984000,7.00000000E+0,
18593.750000,3.00000000E+0,
18603.516000,6.00000000E+0,
18613.281000,6.00000000E+0,
18623.047000,8.00000000E+0,
18632.813000,7.00000000E+0,
18642.578000,7.00000000E+0,
18652.344000,8.00000000E+0,
18662.109000,7.00000000E+0,
18671.875000,7.00000000E+0,
18681.641000,7.00000000E+0,
18691.406000,4.00000000E+0,
18701.172000,6.00000000E+0,
18710.938000,9.00000000E+0,
18720.70000,1.00000000E+1,
18730.469000,5.00000000E+0,
18740.234000,1.50000000E+1,
18750.000,7.00000000E+0,
18759.766000,9.00000000E+0,
18769.531000,6.00000000E+0,
18779.30000,7.00000000E+0,
18789.063000,0.00000000E+0,
18798.828000,7.00000000E+0,
18808.594000,1.00000000E+1,
18818.359000,7.00000000E+0,
18828.125000,5.00000000E+0,
18837.891000,9.00000000E+0,
18847.656000,6.00000000E+0,
18857.422000,9.00000000E+0,
18867.188000,7.00000000E+0,
18876.953000,4.00000000E+0,
18886.719000,5.00000000E+0,
18896.484000,1.30000000E+1,
18906.250000,1.00000000E+1,
18916.016000,7.00000000E+0,
18925.781000,1.40000000E+1,
18935.547000,8.00000000E+0,
18945.313000,5.00000000E+0,
18955.078000,2.00000000E+0,
18964.844000,8.00000000E+0,
18974.609000,9.00000000E+0,
18984.375000,9.00000000E+0,
18994.141000,7.00000000E+0,
19003.906000,8.00000000E+0,
19013.672000,9.00000000E+0,
19023.438000,1.10000000E+1,
19033.20000,8.00000000E+0,
19042.969000,8.00000000E+0,
19052.734000,2.00000000E+0,
19062.50000,7.00000000E+0,
19072.266000,7.00000000E+0,
19082.031000,6.00000000E+0,
19091.80000,5.00000000E+0,
19101.563000,7.00000000E+0,
19111.328000,5.00000000E+0,
19121.094000,6.00000000E+0,
19130.859000,8.00000000E+0,
19140.625000,8.00000000E+0,
19150.391000,4.00000000E+0,
19160.156000,9.00000000E+0,
19169.922000,8.00000000E+0,
19179.688000,8.00000000E+0,
19189.453000,9.00000000E+0,
19199.219000,9.00000000E+0,
19208.984000,7.00000000E+0,
19218.750000,1.00000000E+1,
19228.516000,8.00000000E+0,
19238.281000,7.00000000E+0,
19248.047000,6.00000000E+0,
19257.813000,8.00000000E+0,
19267.578000,8.00000000E+0,
19277.344000,6.00000000E+0,
19287.109000,6.00000000E+0,
19296.875000,8.00000000E+0,
19306.641000,6.00000000E+0,
19316.406000,2.00000000E+0,
19326.172000,8.00000000E+0,
19335.938000,4.00000000E+0,
19345.70000,3.00000000E+0,
19355.469000,8.00000000E+0,
19365.234000,5.00000000E+0,
19375.0000,6.00000000E+0,
19384.766000,8.00000000E+0,
19394.531000,8.00000000E+0,
19404.30000,6.00000000E+0,
19414.063000,9.00000000E+0,
19423.828000,4.00000000E+0,
19433.594000,3.00000000E+0,
19443.359000,4.00000000E+0,
19453.125000,5.00000000E+0,
19462.891000,9.00000000E+0,
19472.656000,5.00000000E+0,
19482.422000,5.00000000E+0,
19492.188000,6.00000000E+0,
19501.953000,3.00000000E+0,
19511.719000,1.00000000E+1,
19521.484000,9.00000000E+0,
19531.250000,1.00000000E+1,
19541.016000,4.00000000E+0,
19550.781000,5.00000000E+0,
19560.547000,3.00000000E+0,
19570.313000,8.00000000E+0,
19580.078000,8.00000000E+0,
19589.844000,3.00000000E+0,
19599.609000,1.20000000E+1,
19609.375000,1.00000000E+1,
19619.141000,6.00000000E+0,
19628.906000,2.00000000E+0,
19638.672000,3.00000000E+0,
19648.438000,6.00000000E+0,
19658.20000,7.00000000E+0,
19667.969000,5.00000000E+0,
19677.734000,1.10000000E+1,
19687.50000,7.00000000E+0,
19697.266000,1.00000000E+1,
19707.031000,1.00000000E+1,
19716.80000,4.00000000E+0,
19726.563000,6.00000000E+0,
19736.328000,1.10000000E+1,
19746.094000,6.00000000E+0,
19755.859000,7.00000000E+0,
19765.625000,2.00000000E+0,
19775.391000,7.00000000E+0,
19785.156000,5.00000000E+0,
19794.922000,1.10000000E+1,
19804.688000,2.00000000E+0,
19814.453000,8.00000000E+0,
19824.219000,8.00000000E+0,
19833.984000,6.00000000E+0,
19843.750000,6.00000000E+0,
19853.516000,6.00000000E+0,
19863.281000,7.00000000E+0,
19873.047000,9.00000000E+0,
19882.813000,1.20000000E+1,
19892.578000,8.00000000E+0,
19902.344000,1.40000000E+1,
19912.109000,5.00000000E+0,
19921.875000,9.00000000E+0,
19931.641000,3.00000000E+0,
19941.406000,8.00000000E+0,
19951.172000,9.00000000E+0,
19960.938000,1.10000000E+1,
19970.70000,6.00000000E+0,
19980.469000,4.00000000E+0,
19990.234000,7.00000000E+0,
